"","score","text","created","tweet","sentiment"
"2124",0,"businesses formed tables shops",2017-11-22,"neutral",0
"2125",1,"internet famous comic line via",2017-11-22,"positive",1
"2126",0,"late night getting lot finding stride awes",2017-11-22,"neutral",0
"2127",0,"sheesh heartfelt conversation female friend twisted mind",2017-11-22,"neutral",0
"2128",1,"invested stocks ago worth ago",2017-11-22,"positive",1
"2129",0,"  finally waldo goes",2017-11-22,"neutral",0
"2130",0,"friends baka naman",2017-11-22,"neutral",0
"2131",0,"tumbler day favourite beverages info lengkap",2017-11-22,"neutral",0
"2132",1,"thank babe",2017-11-22,"positive",1
"2133",0,"",2017-11-22,"neutral",0
"2134",1,"invested stocks ago worth ago",2017-11-22,"positive",1
"2135",0,"nothing privilege time energy enraged paper",2017-11-22,"neutral",0
"2136",-1,"guess frightening imagine lesbians drinking scares embrace diversity",2017-11-22,"negative",0
"2137",1,"good morning",2017-11-22,"positive",1
"2138",1,"enter win mug  blend",2017-11-22,"positive",1
"2139",-1,"behold forbidden collection couldn help",2017-11-22,"negative",0
"2140",-2,"dumb boycott giving cards friends  cheers",2017-11-22,"negative",0
"2141",2,"support encourage employees",2017-11-22,"positive",1
"2142",0,"followed month ago unfollowing banksy wannabe",2017-11-22,"neutral",0
"2143",2,"hot tea makes day warm",2017-11-22,"positive",1
"2144",0,"yep",2017-11-22,"neutral",0
"2145",0,"apparently",2017-11-22,"neutral",0
"2146",0,"dog tone mug shop",2017-11-22,"neutral",0
"2147",-1,"one skinny caramel macchiato pumps christian tears begun queue faux",2017-11-22,"negative",0
"2148",0,"finalmentchy fujigaoka station",2017-11-22,"neutral",0
"2149",0,"boy starbuck citraland",2017-11-22,"neutral",0
"2150",0,"late nights chats friend running portrait wall refl",2017-11-22,"neutral",0
"2151",-1," criticism",2017-11-22,"negative",0
"2152",-1,"criticism",2017-11-22,"negative",0
"2153",0,"day getting mirela",2017-11-22,"neutral",0
"2154",0,"brand",2017-11-22,"neutral",0
"2155",0,"another please",2017-11-21,"neutral",0
"2156",1,"reached ultimate level basic gold card prove",2017-11-21,"positive",1
"2157",0,"thanks sir otep san juan",2017-11-21,"neutral",0
"2158",-2," time start losing shit  eno",2017-11-21,"negative",0
"2159",0," women holding hands",2017-11-21,"neutral",0
"2160",0,"retweeted adam stewart store officially",2017-11-21,"neutral",0
"2161",0,"store officially beach pouring",2017-11-21,"neutral",0
"2162",1,"afternoon wake upper love guys",2017-11-21,"positive",1
"2163",-2,"  controversy fake",2017-11-21,"negative",0
"2164",1,"invested stocks ago worth ago",2017-11-21,"positive",1
"2165",0,"stainless steel cold ",2017-11-21,"neutral",0
"2166",0,"trip",2017-11-21,"neutral",0
"2167",0,"first stop trip london airport",2017-11-21,"neutral",0
"2168",0,"visited literally street building noticed lids",2017-11-21,"neutral",0
"2169",0,"pssssst secret meeting homosexuals recruitment christians",2017-11-21,"neutral",0
"2170",0,"store officially beach pouring",2017-11-21,"neutral",0
"2171",0,"stainless steel cold ",2017-11-21,"neutral",0
"2172",1,"spot sipping peppermint hot chocolate yummy",2017-11-21,"positive",1
"2173",2,"hey vegan food options oatmeal awesome deserve variety",2017-11-21,"positive",1
"2174",0,"bistro bowls please",2017-11-21,"neutral",0
"2175",0,"mmmm",2017-11-21,"neutral",0
"2176",1,"invested stocks ago worth ago",2017-11-21,"positive",1
"2177",0,"pre thanksgiving gingerbread house",2017-11-21,"neutral",0
"2178",0,"relaxation",2017-11-21,"neutral",0
"2179",0,"store officially beach pouring",2017-11-21,"neutral",0
"2180",0,"body day straight sessions moro time",2017-11-21,"neutral",0
"2181",0,"siren mermaid various ceramic  ornaments",2017-11-21,"neutral",0
"2182",1,"energy booster thank",2017-11-21,"positive",1
"2183",0,"",2017-11-21,"neutral",0
"2184",1,"invested stocks ago worth ago",2017-11-21,"positive",1
"2185",-1,"took tries finally nailed lemon",2017-11-21,"negative",0
"2186",0," children lining",2017-11-21,"neutral",0
"2187",1," friends waterball tumbler free reg",2017-11-21,"positive",1
"2188",0,"siren mermaid various ceramic  ornaments",2017-11-21,"neutral",0
"2189",0,"nah",2017-11-21,"neutral",0
"2190",0,"days spent",2017-11-21,"neutral",0
"2191",0," chilly morning warm gingerbread ",2017-11-21,"neutral",0
"2192",1,"celebrating grand",2017-11-21,"positive",1
"2193",-2,"broke machines maybe agitated limited caffein",2017-11-21,"negative",0
"2194",1,"enter win mug  blend",2017-11-21,"positive",1
"2195",-1,"virgin finally boy busy smelt",2017-11-21,"negative",0
"2196",1,"shared free computer system",2017-11-21,"positive",1
"2197",-1,"tried resist peppermint mocha thanksgiving temptation ",2017-11-21,"negative",0
"2198",0,"reindeer cookie",2017-11-21,"neutral",0
"2199",-1,"kroger marketplace conway unpopular deli white girls",2017-11-21,"negative",0
"2200",0,"red tea  tail handle via",2017-11-21,"neutral",0
"2201",0,"hope fix store specially located central",2017-11-21,"neutral",0
"2202",0,"time relax time pause",2017-11-21,"neutral",0
"2203",-1,"break",2017-11-21,"negative",0
"2204",-1,"realize damned buy literally throw",2017-11-21,"negative",0
"2205",-1,"blind bitching bee",2017-11-21,"negative",0
"2206",-1," story morning haha agree toilets bad",2017-11-21,"negative",0
"2207",1,"write merry  heterosexual white anglo saxon protestants",2017-11-21,"positive",1
"2208",1,"write merry  heterosexual white anglo saxon protestants",2017-11-21,"positive",1
"2209",0,"stainless steel cold ",2017-11-21,"neutral",0
"2210",1,"write merry  heterosexual white anglo saxon protestants",2017-11-21,"positive",1
"2211",0,"lot passionate drinkers sickened hateful",2017-11-21,"neutral",0
"2212",1,"write merry  heterosexual white anglo saxon protestants",2017-11-21,"positive",1
"2213",0,"brand",2017-11-21,"neutral",0
"2214",-1,"fixed design gonna look whine",2017-11-21,"negative",0
"2215",0,"kix",2017-11-21,"neutral",0
"2216",1,"girl ready ",2017-11-21,"positive",1
"2217",0,"reindeer cookie",2017-11-21,"neutral",0
"2218",0,"writes name official",2017-11-21,"neutral",0
"2219",0,"brand",2017-11-21,"neutral",0
"2220",0,"season",2017-11-21,"neutral",0
"2221",1,"celebrating grand",2017-11-21,"positive",1
"2222",1,"day spill grand central",2017-11-21,"positive",1
"2223",1,"celebrating grand",2017-11-21,"positive",1
"2224",1,"celebrating grand",2017-11-21,"positive",1
"2225",0,"thanksgiving blend click read",2017-11-21,"neutral",0
"2226",1,"spoon thin wooden stick stir hot",2017-11-21,"positive",1
"2227",0,"bearista bears",2017-11-21,"neutral",0
"2228",0,"falls short environmental commitments promises governmen",2017-11-21,"neutral",0
"2229",0,"falls short environmental commitments promises",2017-11-21,"neutral",0
"2230",0,"chestnut praline chai comb",2017-11-21,"neutral",0
"2231",0,"store officially beach pouring",2017-11-21,"neutral",0
"2232",-2,"time start losing shit ",2017-11-21,"negative",0
"2233",0,"ceo howard schultz regularly courts speaking mind societys ills",2017-11-21,"neutral",0
"2234",1,"yes  time joy celebration anger cardboard drinking container peopl",2017-11-21,"positive",1
"2235",1,"festive thanks holidays starting thanksgiving days",2017-11-21,"positive",1
"2236",0," fit",2017-11-21,"neutral",0
"2237",-1,"kidding attack  cause happy holidays pick outrage",2017-11-21,"negative",0
"2238",0,"added menu",2017-11-21,"neutral",0
"2239",0,"solution trumpers walk pour directly",2017-11-21,"neutral",0
"2240",-1,"criticized  ",2017-11-21,"negative",0
"2241",-3," pathetic holding hands upset worse",2017-11-21,"negative",0
"2242",1,"college homework hit pinnacle",2017-11-21,"positive",1
"2243",0,"guess politically correct republican snowflakes nonsense yea",2017-11-21,"neutral",0
"2244",-1,"boss card heck yas",2017-11-21,"negative",0
"2245",0,"",2017-11-21,"neutral",0
"2246",0,"writes name official",2017-11-21,"neutral",0
"2247",0,"dayum",2017-11-21,"neutral",0
"2248",0,"store officially beach pouring",2017-11-21,"neutral",0
"2249",0,"mocha",2017-11-21,"neutral",0
"2250",1,"gotta love bux",2017-11-21,"positive",1
"2251",-1,"addicted",2017-11-21,"negative",0
"2252",0,"store officially beach pouring",2017-11-21,"neutral",0
"2253",0,"wife quick trip tonight thanks tower cam spy shopping",2017-11-21,"neutral",0
"2254",-2,"upset  life issue life",2017-11-21,"negative",0
"2255",1,"best ornament",2017-11-21,"positive",1
"2256",0,"writes name official",2017-11-21,"neutral",0
"2257",0,"life",2017-11-21,"neutral",0
"2258",-1,"feeling trash sweetener splash half half",2017-11-21,"negative",0
"2259",0,"working",2017-11-21,"neutral",0
"2260",1,"today firmly brought finest",2017-11-21,"positive",1
"2261",-1,"nothing life outrage",2017-11-21,"negative",0
"2262",0,"working",2017-11-21,"neutral",0
"2263",1,"put hyoscyamus thoroughly clean afterwards",2017-11-21,"positive",1
"2264",2,"teachers tweet snap fellow teacher thankful chance win",2017-11-21,"positive",1
"2265",0,"store officially beach pouring",2017-11-21,"neutral",0
"2266",0,"starfucks",2017-11-21,"neutral",0
"2267",0,"store officially beach pouring",2017-11-21,"neutral",0
"2268",-1,"blasphemous",2017-11-21,"negative",0
"2269",2,"festive hot cocoa peppermint",2017-11-21,"positive",1
"2270",-2,"double crap worst passports blogger buzz",2017-11-21,"negative",0
"2271",1,"seen yay nay",2017-11-21,"positive",1
"2272",1,"seen yay nay",2017-11-21,"positive",1
"2273",1,"seen yay nay",2017-11-21,"positive",1
"2274",1,"seen yay nay",2017-11-21,"positive",1
"2275",0," data count",2017-11-21,"neutral",0
"2276",-1,"jesus christ stop leaving bathrooms disgusting don manners",2017-11-21,"negative",0
"2277",1,"brownies espresso topped whip caramel salt happiness",2017-11-21,"positive",1
"2278",0,"register november",2017-11-21,"neutral",0
"2279",-1,"egg omelette croquet monsieur nagging familiarity penny finally",2017-11-21,"negative",0
"2280",0,"",2017-11-21,"neutral",0
"2281",0,"hand hand",2017-11-21,"neutral",0
"2282",1,"snickerdoodle hot chocolate",2017-11-21,"positive",1
"2283",0,"revisit phrase war ",2017-11-21,"neutral",0
"2284",0,"",2017-11-21,"neutral",0
"2285",1,"first store honors countrys rich heritage business wire",2017-11-21,"positive",1
"2286",0,"gotta luv",2017-11-21,"neutral",0
"2287",-1," attack    ",2017-11-21,"negative",0
"2288",-1,"just bought skim milk sugar absolutely careless",2017-11-21,"negative",0
"2289",0,"check nephew kevin commercial",2017-11-21,"neutral",0
"2290",-1,"barista calls food loud alerts basically eating cake",2017-11-21,"negative",0
"2291",0,"miley nicole",2017-11-21,"neutral",0
"2292",2,"cake pops buy hot chocolate registered enjoy",2017-11-21,"positive",1
"2293",0,"black white pictures life days explanation day",2017-11-21,"neutral",0
"2294",0,"toasted white chocolate mocha",2017-11-21,"neutral",0
"2295",0,"  cards",2017-11-21,"neutral",0
"2296",-1,"customer chestnut taste yeah taste naughty",2017-11-21,"negative",0
"2297",0,"happy holidays homophobes conservative wing nut jobs please stop pushing child molesting",2017-11-21,"neutral",0
"2298",-1,"attack    ",2017-11-21,"negative",0
"2299",0,"store officially beach pouring",2017-11-21,"neutral",0
"2300",-1,"route playlist falling asleep",2017-11-21,"negative",0
"2301",-1,"controversial  ",2017-11-21,"negative",0
"2302",0,"average lifespan hours spend portion hours",2017-11-21,"neutral",0
"2303",-1,"buy dam complain",2017-11-21,"negative",0
"2304",0,"thanks pink pom team venti chestnut praline ",2017-11-21,"neutral",0
"2305",-1,"gender neutral hands wtf kidding hidden care",2017-11-21,"negative",0
"2306",0,"check mug  pine trees   season ounces via",2017-11-21,"neutral",0
"2307",0,"anyone else traveling calorie travel",2017-11-21,"neutral",0
"2308",0,"bought arizona mug forget vegas",2017-11-21,"neutral",0
"2309",2,"thank edgard helping receive customer service com",2017-11-21,"positive",1
"2310",0,"convinced girlfriend buys trenta size piss push",2017-11-21,"neutral",0
"2311",0,"convinced girlfriend buys trenta size piss push",2017-11-21,"neutral",0
"2312",0,"convinced girlfriend buys trenta size piss push",2017-11-21,"neutral",0
"2313",0,"convinced girlfriend buys trenta size piss push",2017-11-21,"neutral",0
"2314",0,"convinced girlfriend buys trenta size piss push",2017-11-21,"neutral",0
"2315",1,"happy monday road trip day phoenix",2017-11-21,"positive",1
"2316",0,"convinced girlfriend buys trenta size piss push",2017-11-21,"neutral",0
"2317",0,"convinced girlfriend buys trenta size piss push",2017-11-21,"neutral",0
"2318",0,"convinced girlfriend buys trenta size piss push",2017-11-21,"neutral",0
"2319",0,"convinced girlfriend buys trenta size piss push",2017-11-21,"neutral",0
"2320",0,"life",2017-11-21,"neutral",0
"2321",0,"convinced girlfriend buys trenta size piss push",2017-11-21,"neutral",0
"2322",0,"convinced girlfriend buys trenta size piss push",2017-11-21,"neutral",0
"2323",0,"convinced girlfriend buys trenta size piss push",2017-11-21,"neutral",0
"2324",0,"app tell left",2017-11-21,"neutral",0
"2325",0,"convinced girlfriend buys trenta size piss push drown",2017-11-21,"neutral",0
"2326",0,"brought card",2017-11-21,"neutral",0
"2327",0," children lining",2017-11-21,"neutral",0
"2328",0,"children lining",2017-11-21,"neutral",0
"2329",-1,"upset supports community upset",2017-11-21,"negative",0
"2330",0,"stainless steel cold ",2017-11-21,"neutral",0
"2331",-1,"waiting drive thru",2017-11-21,"negative",0
"2332",0,"stainless steel cold ",2017-11-21,"neutral",0
"2333",-1,"ppl jordan cheap bring home",2017-11-21,"negative",0
"2334",-1,"ppl jordan cheap brought study",2017-11-21,"negative",0
"2335",0,"drive thru experience glen allen",2017-11-21,"neutral",0
"2336",0,"explain trolled design calling else slowflake",2017-11-21,"neutral",0
"2337",2,"enjoy phone enjoy intoxicating scent",2017-11-21,"positive",1
"2338",1,"next time drive pay forward car nice gesture",2017-11-21,"positive",1
"2339",-1,"getting upset design obviously time energy",2017-11-21,"negative",0
"2340",-1,"dead",2017-11-21,"negative",0
"2341",0,"bathroom line",2017-11-21,"neutral",0
"2342",-1,"falls short environmental commitments",2017-11-21,"negative",0
"2343",1,"appeal",2017-11-21,"positive",1
"2344",1,"love alt left antifa scheme republicans",2017-11-21,"positive",1
"2345",1,"true reason season delicious whipped puppuchino controversially",2017-11-21,"positive",1
"2346",0," austin store offering exclusive",2017-11-21,"neutral",0
"2347",1,"loving flavours ",2017-11-21,"positive",1
"2348",0,"red velvet champagne",2017-11-21,"neutral",0
"2349",-3,"sick shit look ridiculous stfu",2017-11-21,"negative",0
"2350",0,"red velvet champagne",2017-11-21,"neutral",0
"2351",0,"okay ",2017-11-21,"neutral",0
"2352",0,"kid pick stroller",2017-11-21,"neutral",0
"2353",2,"warm holidays toffee almondmilk hot cocoa",2017-11-21,"positive",1
"2354",0,"red velvet champagne",2017-11-21,"neutral",0
"2355",1,"black friday top tips giveaway via entered giveaway",2017-11-21,"positive",1
"2356",0,"philadelphia mug",2017-11-21,"neutral",0
"2357",0,"red velvet champagne",2017-11-21,"neutral",0
"2358",1,"normally caffeine energy source thankful iced carmel macchiato",2017-11-21,"positive",1
"2359",0,"red velvet champagne",2017-11-21,"neutral",0
"2360",0,"drinking pumpkin spice lattes late november instead chestnut praline",2017-11-21,"neutral",0
"2361",-1,"serious question concerned fiscally conservativ",2017-11-21,"negative",0
"2362",0,"red velvet champagne",2017-11-21,"neutral",0
"2363",0,"season lesbians",2017-11-21,"neutral",0
"2364",0,"time bag stuff",2017-11-21,"neutral",0
"2365",0,"reserve bar",2017-11-21,"neutral",0
"2366",0,"dear time consider becoming",2017-11-21,"neutral",0
"2367",0,"wink",2017-11-21,"neutral",0
"2368",0,"",2017-11-21,"neutral",0
"2369",1,"honestly care color employees spell name correctly",2017-11-21,"positive",1
"2370",0,"picked red velvet cake caramel macchiato",2017-11-21,"neutral",0
"2371",0,"stainless steel cold ",2017-11-21,"neutral",0
